Data Table,,,,,,,,,,,
Step,Column,Chan,Result,Column,Trials,Step 1,Chan 1,Chan 2,Chan 3,Chan 4,Chan 5
,,,,,,9.25,355738.625,-5368.823242,-4488.128906,-5381.428711,13842.79883
,,,,,,9.5,345621.375,-5155.753906,-4594.877441,-5170.364258,13625.45703
,,,,,,9.75,335968.0625,-5029.68457,-4790.625977,-5017.299805,13476.11523
,,,,,,10,326666.75,-4981.616211,-5094.374023,-4936.235352,13323.77344
,,,,,,10.25,317669.5,-5018.546875,-5476.12207,-4958.170898,13129.43164
,,,,,,10.5,309072.1875,-5145.477539,-5876.870117,-5087.107422,12953.58984
,,,,,,10.75,300946.875,-5329.408203,-6266.618652,-5275.042969,12866.74805
,,,,,,11,293245.625,-5483.339844,-6637.366699,-5439.978516,12835.90625
,,,,,,11.25,285936.3125,-5550.270508,-6960.115234,-5528.914063,12808.56445
,,,,,,11.5,278979,-5581.201172,-7198.863281,-5576.849609,12782.2207
,,,,,,11.75,272325.6875,-5640.131836,-7363.611328,-5641.785156,12776.37891
,,,,,,12,264240.4375,-5705.063477,-7444.359863,-5702.720703,12663.53711
,,,,,,12.25,225579.125,-5345.994141,-7073.10791,-5327.65625,10243.19531
,,,,,,12.5,71349.84375,-3963.924805,-5372.856445,-3934.592773,25.35351563
,,,,,,12.75,-231527.4688,-2319.855469,-2243.604492,-2294.52832,-18470.98828
,,,,,,13,-559068.75,-1942.787109,884.6473389,-1926.463867,-35673.82813
,,,,,,13.25,-775930,-2824.717773,2857.89917,-2808.399414,-43928.67188
,,,,,,13.5,-870335.3125,-4022.648438,3818.150879,-3993.334961,-44521.51563
,,,,,,13.75,-892780.625,-5070.579102,4285.402832,-5028.270508,-41613.35547
,,,,,,14,-884393.9375,-5891.510742,4566.654297,-5853.206055,-37860.69531
,,,,,,14.25,-865583.1875,-6590.441406,4814.90625,-6570.141602,-34280.53906
,,,,,,14.5,-843988.5,-7312.37207,5130.157715,-7315.077148,-31061.88281
,,,,,,14.75,-821801.8125,-8096.303711,5551.409668,-8121.013672,-28154.72266
,,,,,,15,-799511.125,-8885.234375,6044.661621,-8916.949219,-25502.56641
,,,,,,15.25,-777404.375,-9645.165039,6546.913086,-9673.884766,-23086.9082
,,,,,,15.5,-755801.6875,-10402.0957,7039.165039,-10427.82031,-20897.25
,,,,,,15.75,-734903,-11125.02734,7521.416992,-11143.75586,-18912.0918
,,,,,,16,-714796.25,-11745.95703,7968.668945,-11756.69141,-17134.43359
,,,,,,16.25,-695561.5625,-12280.88867,8354.919922,-12280.62695,-15567.27539
,,,,,,16.5,-677366.875,-12773.82031,8685.171875,-12750.5625,-14188.61719
,,,,,,16.75,-660268.125,-13197.75,8976.423828,-13156.49805,-12965.95898
,,,,,,17,-644225.4375,-13545.68164,9256.675781,-13502.43359,-11856.30078
,,,,,,17.25,-629190.75,-13843.61328,9515.927734,-13813.36914,-10865.14258
,,,,,,17.5,-615132,-14057.54297,9682.178711,-14043.30469,-10059.48535
,,,,,,17.75,-601977.3125,-14148.47461,9739.430664,-14138.24219,-9454.327148
,,,,,,18,-589734.625,-14122.4043,9743.682617,-14113.17773,-9015.168945
,,,,,,18.25,-578379.875,-14005.33594,9697.93457,-14001.11328,-8732.010742
,,,,,,18.5,-567857.25,-13860.26758,9566.186523,-13849.04883,-8578.853516
,,,,,,18.75,-558110.5,-13735.19727,9358.4375,-13694.98438,-8508.695313
,,,,,,19,-549043.8125,-13599.12891,9126.689453,-13526.91992,-8496.037109
,,,,,,19.25,-540593.0625,-13391.06055,8901.941406,-13314.85547,-8570.878906
,,,,,,19.5,-532702.375,-13066.99023,8667.193359,-13012.79102,-8799.720703
,,,,,,19.75,-525355.6875,-12614.92188,8372.445313,-12574.72656,-9182.0625
,,,,,,20,-518504.9688,-12059.85156,7965.696289,-12018.66211,-9652.404297
,,,,,,20.25,-512118.25,-11456.7832,7430.948242,-11411.59766,-10173.24609
,,,,,,20.5,-506203.5625,-10821.71484,6780.200195,-10776.5332,-10767.08789
,,,,,,20.75,-500704.8438,-10124.64453,6032.452148,-10080.46875,-11473.42969
,,,,,,21,-495542.125,-9344.576172,5228.703613,-9299.405273,-12308.27246
,,,,,,21.25,-490667.4375,-8522.506836,4402.955566,-8468.34082,-13236.61426
,,,,,,21.5,-486080.7188,-7724.438477,3570.20752,-7651.276367,-14170.95605
,,,,,,21.75,-481766,-6947.369141,2767.458984,-6852.211914,-15066.79785
,,,,,,22,-477627.3125,-6122.299805,2015.710938,-6027.147461,-15949.64063
,,,,,,22.25,-473624.625,-5214.230469,1277.962646,-5145.083008,-16834.48242
,,,,,,22.5,-469757.875,-4252.162109,555.2143555,-4200.018555,-17727.32422
,,,,,,22.75,-465971.1875,-3263.092773,-122.5338745,-3211.954102,-18637.16602
,,,,,,23,-462264.5,-2257.023438,-772.2821045,-2212.890625,-19526.00781
,,,,,,23.25,-458669.7813,-1263.95459,-1386.030396,-1239.825684,-20310.84961
,,,,,,23.5,-455211.0625,-325.8852539,-1897.778564,-321.7617188,-20945.69141
,,,,,,23.75,-451920.375,550.1835938,-2322.526855,541.3027344,-21476.0332
,,,,,,24,-448797.6563,1380.25293,-2766.274902,1363.367188,-21989.375
,,,,,,24.25,-445834.9375,2157.321777,-3237.023193,2132.431641,-22515.21875
,,,,,,24.5,-443000.25,2849.390869,-3662.771484,2815.49585,-23002.05859
,,,,,,24.75,-440237.5313,3453.459961,-4026.519775,3415.560059,-23411.40234
,,,,,,25,-437514.8125,3998.529053,-4377.268066,3969.624512,-23757.24414
,,,,,,25.25,-434840.125,4545.598145,-4762.016602,4527.688965,-24092.58594
,,,,,,25.5,-432229.4063,5169.666992,-5214.764648,5158.75293,-24465.92773
,,,,,,25.75,-429658.7188,5866.736328,-5732.512695,5865.817383,-24870.26953
,,,,,,26,-427184,6515.805176,-6248.260742,6529.881836,-25258.61133
,,,,,,26.25,-424901.3125,6997.874512,-6695.009277,7020.946289,-25587.95313
,,,,,,26.5,-422794.5938,7326.943359,-7073.757324,7345.010742,-25854.79492
,,,,,,26.75,-420791.875,7602.012695,-7422.505859,7613.074707,-26106.63672
,,,,,,27,-418837.1875,7851.081543,-7742.253906,7860.13916,-26340.48047
,,,,,,27.25,-416882.4688,8033.150879,-8020.001953,8036.203613,-26491.82031
,,,,,,27.5,-414935.75,8202.219727,-8296.75,8183.267578,-26598.16406
,,,,,,27.75,-413021.0625,8433.289063,-8621.498047,8388.332031,-26759.50391
,,,,,,28,-411130.3438,8690.358398,-8977.246094,8636.396484,-26967.34766
,,,,,,28.25,-409247.625,8929.427734,-9338.995117,8879.460938,-27148.6875
,,,,,,28.5,-407348.9375,9152.496094,-9709.743164,9097.525391,-27263.03125
,,,,,,28.75,-405442.2188,9373.56543,-10092.49121,9322.589844,-27318.87305
,,,,,,29,-403551.5313,9655.634766,-10500.24023,9630.654297,-27382.71484
,,,,,,29.25,-401740.8125,10037.70313,-10958.98828,10035.71875,-27518.55664
,,,,,,29.5,-400042.125,10461.77246,-11471.73633,10475.78223,-27696.39844
,,,,,,29.75,-398423.4063,10882.8418,-12011.48438,10900.84668,-27850.74023
,,,,,,30,-396788.6875,11315.91016,-12526.23242,11318.91113,-27961.08203
,,,,,,30.25,-395130,11766.98047,-13000.98047,11748.97559,-28034.42383
,,,,,,30.5,-393503.2813,12205.04883,-13493.72949,12178.04004,-28092.26563
,,,,,,30.75,-391948.5625,12651.11816,-14095.47754,12626.10352,-28178.60938
,,,,,,31,-390449.875,13153.1875,-14820.22559,13126.16797,-28317.94922
,,,,,,31.25,-389007.1563,13667.25586,-15565.97363,13631.23242,-28460.79297
,,,,,,31.5,-387636.4375,14089.3252,-16217.72168,14058.29688,-28534.63281
,,,,,,31.75,-386345.75,14385.39453,-16748.4707,14379.36133,-28512.47656
,,,,,,32,-385135.0625,14610.46289,-17237.21875,14621.42578,-28433.81836
,,,,,,32.25,-383948.3438,14858.53223,-17793.9668,14865.49023,-28382.16016
,,,,,,32.5,-382705.625,15202.60156,-18415.71484,15204.55469,-28399.50195
,,,,,,32.75,-381422.9375,15640.6709,-19005.46289,15644.61914,-28471.84375
,,,,,,33,-380172.2188,16117.73926,-19491.21094,16118.68359,-28584.68555
,,,,,,33.25,-378977.5,16573.80859,-19849.95898,16566.74805,-28701.02734
,,,,,,33.5,-377822.8125,16954.87891,-20125.70703,16941.8125,-28762.86914
,,,,,,33.75,-376748.0938,17214.94727,-20384.45703,17198.875,-28766.71094
,,,,,,34,-375849.375,17376.01563,-20667.20508,17357.94141,-28776.05469
,,,,,,34.25,-375070.6875,17523.08594,-20995.95313,17495.00391,-28822.89453
,,,,,,34.5,-374347.9688,17705.1543,-21348.70117,17660.07031,-28871.23828
,,,,,,34.75,-373665.2813,17916.22266,-21672.44922,17858.13281,-28904.07813
,,,,,,35,-373006.5625,18143.29297,-21942.19727,18083.19922,-28943.92188
,,,,,,35.25,-372347.875,18394.36133,-22166.94531,18334.26172,-29014.26367
,,,,,,35.5,-371681.1563,18672.42969,-22373.69336,18619.32617,-29134.60547
,,,,,,35.75,-371038.4375,18977.5,-22568.44141,18942.39063,-29304.44727
,,,,,,36,-370467.75,19296.56836,-22728.18945,19272.45508,-29481.28906
,,,,,,36.25,-369961.0313,19588.63672,-22853.93945,19563.51953,-29618.63086
,,,,,,36.5,-369486.3125,19841.70703,-22963.6875,19805.58398,-29724.97266
,,,,,,36.75,-369003.625,20084.77539,-23032.43555,20035.64844,-29831.81445
,,,,,,37,-368512.9063,20350.84375,-23050.18359,20295.71289,-29972.65625
,,,,,,37.25,-368006.1875,20663.91406,-23077.93164,20612.77734,-30175
,,,,,,37.5,-367475.5,21018.98438,-23153.67969,20971.83984,-30403.33984
,,,,,,37.75,-366952.7813,21380.05078,-23240.42773,21328.90625,-30630.18359
,,,,,,38,-366502.0938,21708.12109,-23296.17578,21658.96875,-30885.02344
,,,,,,38.25,-366171.375,21946.19141,-23320.92383,21911.03516,-31138.86719
,,,,,,38.5,-365928.6563,22069.25977,-23331.67188,22027.09766,-31344.20703
,,,,,,38.75,-365757.9688,22114.32813,-23313.42188,22029.16406,-31531.55078
,,,,,,39,-365659.25,22124.39844,-23237.16992,22012.22656,-31737.89258
,,,,,,39.25,-365608.5625,22115.4668,-23095.91797,22027.29297,-31961.23438
,,,,,,39.5,-365533.8438,22069.53516,-22899.66602,22018.35547,-32176.57617
,,,,,,39.75,-365435.125,21934.60547,-22659.41406,21898.41992,-32329.41797
,,,,,,40,-365360.4375,21685.67383,-22352.16211,21642.48438,-32396.25977
,,,,,,40.25,-365333.7188,21372.74219,-21955.91016,21314.54883,-32416.10156
,,,,,,40.5,-365291,21034.8125,-21505.6582,20969.61328,-32415.44531
,,,,,,40.75,-365192.3125,20682.88086,-21066.40625,20627.67773,-32392.28516
,,,,,,41,-365093.5938,20356.94922,-20670.1543,20306.74219,-32370.62891
,,,,,,41.25,-365034.9063,20063.01953,-20285.90234,20004.80664,-32377.96875
,,,,,,41.5,-364968.1875,19754.08984,-19853.65234,19682.87109,-32404.8125
,,,,,,41.75,-364869.4688,19419.15625,-19398.40039,19339.93359,-32421.65234
,,,,,,42,-364738.7813,19065.22656,-18968.14844,18994,-32374.99609
,,,,,,42.25,-364488.0625,18681.29688,-18525.89648,18622.0625,-32214.33789
,,,,,,42.5,-364093.375,18299.36328,-18065.64453,18235.12891,-31997.17969
,,,,,,42.75,-363658.6563,17953.43359,-17659.39258,17872.19141,-31851.52148
,,,,,,43,-363279.9375,17594.50391,-17308.14063,17514.25781,-31806.36328
,,,,,,43.25,-362973.25,17195.57227,-16958.89063,17129.32031,-31784.70508
,,,,,,43.5,-362682.5313,16784.64063,-16594.63672,16719.38672,-31726.04688
,,,,,,43.75,-362351.8125,16382.70996,-16225.38574,16307.44922,-31636.89063
,,,,,,44,-361917.125,16006.7793,-15893.13379,15930.51367,-31542.23047
,,,,,,44.25,-361362.4063,15680.84863,-15646.88184,15623.57813,-31425.07422
,,,,,,44.5,-360727.7188,15396.91699,-15434.62988,15379.64258,-31233.91406
,,,,,,44.75,-360045,15121.98633,-15173.37891,15131.70703,-30953.25781
,,,,,,45,-359346.3125,14842.05566,-14864.12695,14839.77148,-30616.09766
,,,,,,45.25,-358607.5938,14546.125,-14530.875,14512.83594,-30241.94141
,,,,,,45.5,-357844.875,14205.19336,-14165.62305,14150.90039,-29837.2832
,,,,,,45.75,-357122.1875,13804.2627,-13750.37109,13750.96484,-29418.125
,,,,,,46,-356447.4688,13395.33203,-13293.12012,13357.0293,-29010.4668
,,,,,,46.25,-355812.75,13100.40039,-12866.86816,13077.09375,-28652.80859
,,,,,,46.5,-355186.0625,12973.4707,-12547.61621,12970.15723,-28354.15039
,,,,,,46.75,-354575.3438,12904.53906,-12313.36426,12929.22168,-28067.49219
,,,,,,47,-354012.625,12775.6084,-12103.1123,12808.28613,-27748.33594
,,,,,,47.25,-353393.9375,12637.67773,-11929.86133,12644.35059,-27423.17578
,,,,,,47.5,-352671.2188,12587.74609,-11805.60938,12557.41406,-27137.51953
,,,,,,47.75,-351956.5313,12606.81543,-11710.35742,12553.47852,-26899.85938
,,,,,,48,-351345.8125,12641.88477,-11647.10547,12590.54297,-26714.20313
,,,,,,48.25,-350815.125,12681.95313,-11598.85352,12646.60742,-26569.04297
,,,,,,48.5,-350308.4063,12733.02246,-11554.60254,12707.67188,-26464.38672
,,,,,,48.75,-349857.6875,12777.0918,-11502.35059,12749.73633,-26401.22852
,,,,,,49,-349527,12751.16016,-11407.09863,12732.80078,-26335.07031
,,,,,,49.25,-349284.2813,12651.23047,-11280.84668,12660.86523,-26232.41211
,,,,,,49.5,-349025.5625,12547.29883,-11162.59473,12581.92969,-26117.75391
,,,,,,49.75,-348686.875,12518.36816,-11088.34375,12553.99414,-26060.0957
,,,,,,50,-348324.1563,12611.4375,-11091.0918,12623.05859,-26118.4375
,,,,,,50.25,-347977.4375,12811.50586,-11160.83984,12784.12305,-26265.28125
,,,,,,50.5,-347702.75,13044.5752,-11234.58789,12991.18652,-26420.62109
,,,,,,50.75,-347492.0313,13247.64453,-11280.33594,13210.25098,-26545.96484
,,,,,,51,-347313.3438,13406.71289,-11297.08496,13401.31543,-26651.30469
,,,,,,51.25,-347198.625,13536.7832,-11299.83301,13545.37988,-26754.64844
,,,,,,51.5,-347123.9375,13660.85156,-11326.58105,13669.44434,-26843.98828
,,,,,,51.75,-346993.2188,13777.9209,-11385.3291,13779.50781,-26887.83203
,,,,,,52,-346830.5,13886.99023,-11454.07715,13876.57227,-26899.67383
,,,,,,52.25,-346659.8125,14009.05859,-11547.8252,13989.63672,-26923.51563
,,,,,,52.5,-346513.0938,14146.12793,-11705.57422,14117.70117,-26956.35742
,,,,,,52.75,-346358.375,14245.19727,-11919.32227,14213.76563,-26955.19922
,,,,,,53,-346187.6875,14274.26563,-12176.07031,14253.83008,-26900.04102
,,,,,,53.25,-346032.9688,14266.33496,-12505.81836,14265.89453,-26821.38281
,,,,,,53.5,-345902.2813,14263.4043,-12928.56641,14268.95898,-26757.72656
,,,,,,53.75,-345795.5625,14267.47266,-13385.31543,14266.02344,-26694.06641
,,,,,,54,-345680.8438,14255.54297,-13778.06348,14246.08789,-26585.41016
,,,,,,54.25,-345526.1563,14213.61133,-14051.81152,14198.15234,-26408.75
,,,,,,54.5,-345339.4375,14157.68066,-14222.55957,14131.2168,-26171.09375
,,,,,,54.75,-345136.75,14092.75,-14348.30762,14050.28027,-25889.93359
,,,,,,55,-344950.0313,13992.81836,-14467.05664,13948.34473,-25591.77734
,,,,,,55.25,-344779.3125,13871.8877,-14592.80469,13832.40918,-25313.11914
,,,,,,55.5,-344608.625,13787.95703,-14747.55273,13748.47363,-25069.46094
,,,,,,55.75,-344453.9063,13753.02539,-14910.30078,13699.53711,-24835.80273
,,,,,,56,-344251.1875,13687.0957,-15024.04883,13616.60156,-24565.14453
,,,,,,56.25,-343976.5,13502.16406,-15055.79785,13431.66602,-24217.48633
,,,,,,56.5,-343693.7813,13195.2334,-14982.5459,13148.73047,-23790.32813
,,,,,,56.75,-343435.0938,12826.30273,-14772.29395,12804.79492,-23320.66992
,,,,,,57,-343184.375,12430.37109,-14425.04199,12420.85938,-22825.01172
,,,,,,57.25,-342893.6563,11988.44043,-13956.79004,11988.92383,-22282.85547
,,,,,,57.5,-342546.9688,11487.50977,-13367.53906,11503.98828,-21676.69531
,,,,,,57.75,-342184.25,10939.57813,-12644.28711,10967.05273,-21000.53906
,,,,,,58,-341821.5625,10377.64746,-11834.03516,10398.11719,-20276.88086
,,,,,,58.25,-341394.8438,9863.716797,-11060.7832,9869.181641,-19569.72266
,,,,,,58.5,-340944.125,9456.786133,-10388.53125,9453.246094,-18928.56445
,,,,,,58.75,-340461.4375,9130.855469,-9779.279297,9113.30957,-18341.90625
,,,,,,59,-339882.7188,8771.923828,-9179.027344,8741.374023,-17760.74805
,,,,,,59.25,-339256,8310.993164,-8565.776367,8294.438477,-17170.08984
,,,,,,59.5,-338685.3125,7809.0625,-7976.524414,7820.50293,-16609.93164
,,,,,,59.75,-338194.5938,7350.131348,-7455.272949,7374.567383,-16125.27344
,,,,,,60,-337807.9063,6918.200195,-6995.020996,6943.631348,-15733.11523
,,,,,,60.25,-337517.1875,6492.269531,-6573.769043,6506.695801,-15420.45801
,,,,,,60.5,-337210.4688,6106.338379,-6168.517578,6099.760254,-15146.7998
,,,,,,60.75,-336839.7813,5751.407715,-5792.265625,5732.824707,-14885.6416
,,,,,,61,-336477.0625,5401.476563,-5477.013672,5391.888672,-14659.9834
,,,,,,61.25,-336146.375,5109.545898,-5232.762207,5109.953125,-14513.3252
,,,,,,61.5,-335799.6563,4943.614746,-5046.510254,4925.017578,-14455.16797
,,,,,,61.75,-335380.9375,4870.684082,-4885.258789,4809.082031,-14455.00977
,,,,,,62,-334922.25,4839.75293,-4750.006836,4745.146484,-14486.35156
,,,,,,62.25,-334471.5313,4855.822266,-4651.754883,4753.210449,-14544.69336
,,,,,,62.5,-334044.8125,4944.891113,-4563.503418,4849.274902,-14658.53516
,,,,,,62.75,-333658.125,5114.959961,-4462.251465,5026.339355,-14840.87695
,,,,,,63,-333279.4063,5328.029297,-4350,5244.40332,-15056.71875
,,,,,,63.25,-332932.7188,5525.098633,-4235.748047,5454.467773,-15287.06055
,,,,,,63.5,-332626,5720.16748,-4155.496094,5662.532227,-15561.90332
,,,,,,63.75,-332359.2813,6001.236328,-4169.244141,5951.59668,-15942.74512
,,,,,,64,-332092.5938,6399.305664,-4306.992676,6342.661133,-16444.08594
,,,,,,64.25,-331865.875,6848.374512,-4521.741211,6780.725098,-17025.42969
,,,,,,64.5,-331727.1875,7287.443848,-4750.489258,7232.789551,-17629.27148
,,,,,,64.75,-331652.4688,7684.512695,-4965.237305,7675.854004,-18185.11328
,,,,,,65,-331689.75,8041.582031,-5175.985352,8080.917969,-18699.45508
,,,,,,65.25,-331887.0625,8410.651367,-5406.733887,8448.982422,-19267.29688
,,,,,,65.5,-332132.3438,8831.720703,-5667.481934,8827.046875,-19927.63867
,,,,,,65.75,-332281.625,9323.789063,-5965.230469,9279.111328,-20651.48047
,,,,,,66,-332334.9375,9864.858398,-6316.978516,9805.175781,-21424.32227
,,,,,,66.25,-332444.2188,10386.92773,-6743.727051,10327.24023,-22232.66406
,,,,,,66.5,-332689.5313,10861.99609,-7251.475098,10807.30469,-23067.50586
,,,,,,66.75,-332990.8125,11336.06543,-7815.223145,11296.36914,-23928.84766
,,,,,,67,-333252.0938,11863.13477,-8378.97168,11840.43359,-24802.19141
,,,,,,67.25,-333489.4063,12469.20313,-8934.719727,12438.49707,-25702.03125
,,,,,,67.5,-333750.6875,13170.27344,-9551.467773,13107.56152,-26680.875
,,,,,,67.75,-334084,13946.3418,-10281.21582,13866.62598,-27738.21484
,,,,,,68,-334481.2813,14758.41113,-11099.96484,14688.69043,-28818.05859
,,,,,,68.25,-334902.5625,15562.48047,-11961.71289,15506.75488,-29879.89844
,,,,,,68.5,-335307.875,16309.54883,-12855.46094,16253.81934,-30914.24219
,,,,,,68.75,-335689.1563,17003.61719,-13799.20898,16940.88281,-31923.08398
,,,,,,69,-336038.4375,17715.6875,-14799.95703,17654.94727,-32920.42578
,,,,,,69.25,-336371.75,18489.75781,-15844.70605,18450.01172,-33936.26563
,,,,,,69.5,-336713.0313,19311.82422,-16887.45313,19298.07617,-35007.10938
,,,,,,69.75,-336998.3438,20178.89453,-17895.20117,20176.14063,-36129.95313
,,,,,,70,-337203.625,21064.96484,-18884.95117,21054.20508,-37240.29297
,,,,,,70.25,-337352.9375,21907.03125,-19895.69922,21875.26953,-38277.13281
,,,,,,70.5,-337542.2188,22684.10156,-20912.44727,22634.33398,-39238.97656
,,,,,,70.75,-337739.5,23404.16992,-21898.19531,23348.39844,-40154.82031
,,,,,,71,-337928.8125,24058.24023,-22867.94336,24004.46289,-41030.16406
,,,,,,71.25,-338110.0938,24634.30859,-23824.69141,24588.52734,-41847.00391
